x,y,speed,pos,angle
1221.71,1526.69,1.37,47.05,244.47
1295.2,1563.1,1.22,29.6,242.25
1360.97,1607.04,1.39,25.55,225.18
1420.14,1663.74,1.23,78.5,226.16
1479.35,1719.73,1.48,9.23,226.27
1539.23,1778.09,1.32,59.67,225.95
1598.78,1806.94,1.22,9.16,315.92
1620.21,1757.47,1.42,47.97,304.38
1690.11,1718.69,1.37,0.95,264.29
1681.49,1788.15,1.42,35.87,173.95
1672.82,1869.98,1.24,118.16,173.95
1689.99,1905.79,1.24,15.75,233.22
1764.96,1934.72,1.29,97.02,262.25
1836.5,1951.41,1.44,113.05,265.77
1918.03,1956.39,1.33,31.39,266.84
1996.81,1959.79,1.24,65.38,268.95
2065.62,1970.03,1.21,99.46,181.68
2068.0,2051.04,1.34,18.42,181.68
2029.69,2075.9,1.46,241.78,86.11
1947.48,2069.22,1.26,159.21,81.8
1866.14,2057.5,1.4,77.04,81.8
1784.42,2045.72,1.3,3.9,81.77
1754.75,2043.64,1.25,4.63,263.78
1835.34,2054.35,1.38,46.1,261.8
1916.74,2066.08,1.31,128.35,261.8
1999.17,2075.1,1.51,211.27,266.11
2071.51,2081.82,1.21,7.51,3.91
2067.77,1999.76,1.3,69.68,1.68
2030.98,1958.6,1.44,31.23,93.24
1955.42,1958.01,1.32,3.73,88.09
1873.77,1953.51,1.34,75.74,85.84
1791.86,1946.13,1.33,14.16,82.24
1713.48,1927.8,1.49,94.7,65.25
1662.62,1900.83,0.0,2.93,83.36
1650.5,1967.93,1.37,41.61,173.93
1628.89,2019.16,1.44,13.82,45.74
1574.46,2002.33,1.26,23.47,150.7
1532.29,2070.94,1.42,26.04,150.71
1491.88,2142.98,1.42,108.65,150.71
1432.33,2165.0,1.32,190.06,61.51
1382.22,2199.41,1.35,8.55,152.36
1311.11,2193.69,1.51,24.93,75.08
1232.42,2172.79,1.41,28.92,75.15
1154.06,2152.0,1.45,54.49,75.13
1073.75,2130.72,1.41,51.35,75.25
995.62,2110.14,1.46,3.53,75.25
960.72,2096.82,1.36,1.72,164.86
883.58,2080.5,1.22,1.8,75.2
805.11,2059.64,1.35,65.47,74.86
729.85,2036.87,1.49,2.83,83.92
728.01,1965.1,1.5,5.73,354.17
736.4,1882.91,1.34,88.36,354.17
743.58,1806.32,1.48,0.7,353.99
758.41,1726.14,1.35,9.57,347.7
765.61,1644.74,1.48,91.31,355.33
772.27,1563.24,1.42,173.08,355.33
779.11,1481.93,1.44,2.3,353.57
788.76,1400.25,1.36,79.58,353.3
798.28,1318.86,1.36,35.85,353.46
815.63,1246.34,1.29,16.17,351.38
840.12,1185.46,1.36,212.8,353.51
849.33,1104.45,1.5,131.27,353.51
858.52,1023.61,1.48,49.91,353.51
876.08,962.39,1.48,0.64,352.22
931.5,939.96,1.39,96.45,261.99
1012.32,951.34,1.38,14.84,261.99
988.04,958.79,1.49,1.42,50.86
1018.78,946.29,1.28,7.71,264.47
1094.45,958.76,1.31,117.52,264.46
1176.39,966.71,1.47,35.2,264.46
1256.76,975.02,1.27,139.85,264.64
1338.12,982.65,1.46,58.14,264.64
1394.0,1009.23,0.29,9.41,109.49
1417.13,1022.36,0.0,0.03,262.55
1412.22,1064.2,1.22,41.2,173.81
1403.5,1144.54,1.34,122.1,173.81
1396.39,1225.17,1.36,20.35,173.55
1387.9,1307.5,0.0,0.03,174.72
1382.03,1365.17,1.45,53.99,174.92
1373.28,1446.93,1.44,136.22,173.41
1381.17,1516.77,1.32,111.23,248.27
1457.18,1547.07,1.51,29.4,248.27
1522.27,1571.39,1.4,25.0,287.68
1601.31,1550.38,1.39,106.98,280.27
1612.37,1547.18,1.34,0.24,97.92
1532.56,1566.76,1.34,36.21,107.68
1461.17,1582.81,1.45,31.74,114.5
1390.77,1626.47,1.24,0.95,137.79
1332.98,1581.53,1.37,7.7,62.22
1261.24,1544.15,1.27,3.86,64.47
1186.31,1508.37,1.33,30.73,64.48
1114.99,1471.86,1.36,110.86,63.84
1040.22,1436.17,1.44,193.71,65.51
963.61,1406.18,1.3,41.1,71.2
885.85,1384.17,1.33,121.96,77.59
803.76,1373.14,1.41,5.85,81.55
843.23,1373.65,1.35,21.98,262.96
924.53,1388.83,1.48,104.8,251.2
1003.14,1415.63,1.26,187.74,250.84
1076.39,1448.62,1.43,69.39,243.85
1148.87,1485.07,1.23,150.54,242.35
1219.92,1512.31,1.26,61.39,353.89
1289.49,1504.81,1.42,38.78,266.2
1366.84,1507.17,1.35,0.83,263.45
1445.88,1510.09,1.28,3.11,354.64
1451.93,1517.12,1.51,4.89,263.68
1533.82,1526.64,1.44,71.68,263.34
1615.72,1533.81,1.36,11.55,270.46
1688.86,1528.69,1.33,10.64,359.57
1723.48,1545.58,1.39,5.12,253.6
1744.61,1592.93,1.48,1.49,281.78
1733.9,1558.74,1.43,9.16,15.53
1723.39,1492.36,1.32,11.37,353.66
1732.43,1412.24,1.22,11.88,353.66
1731.33,1338.76,1.23,0.96,1.44
1655.21,1325.32,1.28,52.22,83.5
1580.87,1318.49,1.4,19.18,264.59
1662.41,1327.43,1.22,59.61,263.5
1723.79,1308.44,1.4,21.9,355.0
1730.92,1227.06,1.26,103.59,354.99
1738.53,1145.33,1.34,59.85,354.61
1746.2,1064.23,1.49,141.3,354.51
1768.93,1028.01,1.33,0.22,263.21
1841.79,1027.37,1.34,97.89,264.05
1922.26,1035.75,1.41,16.99,264.05
1899.52,1032.54,0.91,0.0,174.29
1900.73,1032.22,1.32,38.76,84.05
1820.15,1023.83,1.22,0.33,84.06
1834.16,1026.57,1.32,105.56,264.05
1915.08,1035.0,1.3,24.2,264.05
1900.7,1047.64,1.38,120.59,84.34
1818.87,1039.53,1.24,38.36,84.34
1756.87,1025.17,1.35,0.15,84.44
1735.88,1056.62,1.22,11.86,268.21
1738.92,1127.55,1.51,77.58,174.61
1730.07,1209.15,1.46,5.42,174.44
1724.11,1290.18,1.39,40.12,174.99
1703.26,1364.22,1.43,33.18,163.65
1695.05,1446.74,1.24,10.54,174.4
1687.86,1528.28,1.27,11.04,177.82
1677.44,1602.9,1.35,0.74,98.83
1631.7,1626.58,1.25,0.48,14.79
1640.43,1568.97,1.49,16.79,273.64
1694.7,1552.06,0.0,4.25,265.45
1726.03,1501.92,1.48,6.75,356.19
1732.5,1423.74,1.32,23.35,355.52
1737.03,1348.84,1.4,2.73,32.1
1736.0,1271.87,1.38,52.86,354.99
1743.36,1189.46,1.48,130.39,354.61
1751.01,1108.42,1.29,48.99,354.61
1736.95,1046.29,1.39,8.23,354.08
1694.61,1025.58,1.28,254.46,83.72
1612.84,1016.58,1.4,172.2,83.72
1531.63,1007.64,1.49,90.5,83.72
1449.8,998.63,1.26,8.18,83.72
1433.56,959.47,1.31,5.02,93.39
1421.87,935.77,1.49,5.14,352.98
1431.24,854.92,1.22,40.61,353.72
1437.1,775.49,1.26,42.09,353.31
1384.08,740.16,1.26,6.42,83.88
1302.59,731.43,1.51,88.37,83.88
1221.13,723.18,1.33,21.52,84.38
1140.48,715.35,1.37,5.42,84.02
1059.76,706.16,1.36,77.16,83.59
977.85,697.07,1.45,159.41,83.78
906.79,680.56,1.36,24.23,72.21
829.94,655.93,1.37,104.93,72.24
875.7,656.49,1.24,53.38,252.23
948.35,676.88,0.02,0.14,252.28
1025.26,688.12,1.45,73.53,263.6
1106.37,697.23,1.34,155.28,263.59
1186.94,705.67,1.49,39.89,264.38
1268.55,713.71,1.5,15.33,264.39
1348.15,722.15,1.4,64.68,263.88
1429.86,731.14,1.23,28.63,263.46
1485.72,749.63,1.35,131.81,263.66
1569.36,758.92,1.37,47.66,263.66
1649.09,767.77,1.42,28.41,263.67
1729.86,776.74,1.43,7.69,263.66
1779.32,810.27,1.32,26.33,173.5
1786.94,881.99,1.35,117.06,264.29
1867.3,890.44,1.33,36.25,263.99
1882.92,892.08,1.5,20.54,83.99
1800.99,883.46,1.32,102.93,83.99
1756.64,913.6,1.35,65.52,174.21
1739.74,989.92,1.34,9.53,174.56
1738.71,1057.34,1.41,8.5,268.42
1747.69,1123.2,1.32,64.02,174.61
1740.04,1204.27,1.45,145.44,174.61
1732.91,1285.08,1.29,66.28,174.99
1736.4,1357.94,1.49,4.6,140.46
1728.03,1440.3,1.28,40.26,173.66
1718.38,1522.01,1.4,0.91,168.19
1704.75,1601.93,1.35,2.73,173.12
1693.5,1674.99,1.29,31.51,173.92
1684.95,1755.59,1.45,3.13,173.95
1676.34,1836.76,1.47,84.76,173.95
1683.26,1900.76,1.45,7.31,233.22
1719.77,1921.54,1.47,49.66,65.24
1665.42,1882.32,1.5,1.16,263.8
1655.83,1923.85,1.37,85.99,173.93
1647.25,2004.58,1.44,4.81,173.93
1602.73,1994.57,1.38,49.71,45.76
1557.9,2033.15,1.3,58.45,150.7
1515.98,2101.32,1.38,60.52,150.71
1476.0,2172.6,1.37,142.25,150.71
1408.51,2169.9,1.47,9.64,152.36
1362.17,2217.88,1.46,10.01,75.1
1283.18,2197.0,1.47,1.21,75.09
1246.39,2268.3,1.48,76.24,160.58
1252.29,2244.07,1.26,50.49,152.27
1245.89,2267.82,1.36,75.95,340.58
1278.23,2194.88,1.3,5.94,47.88
1198.19,2174.93,1.36,3.48,118.53
1121.35,2152.58,1.3,68.65,75.13
1042.27,2131.7,1.46,34.81,75.25
962.42,2110.66,1.34,23.45,75.23
882.91,2089.88,1.39,2.65,75.25
804.03,2068.64,1.24,41.95,74.86
731.22,2051.61,0.0,0.06,83.81
722.05,2023.23,1.36,11.77,354.14
730.41,1941.59,1.42,29.36,354.17
738.73,1860.11,1.24,9.24,354.17
745.79,1793.19,1.26,8.94,353.07
760.45,1813.98,1.32,12.76,163.25
767.18,1882.27,1.46,2.02,258.47
846.05,1898.36,1.4,82.51,258.47
926.87,1914.85,1.23,165.0,258.47
1006.4,1931.08,1.31,246.17,258.47
1086.42,1947.36,1.28,11.46,258.61
1135.23,1914.17,1.39,39.64,349.55
1165.96,1849.74,1.32,14.17,315.13
1225.58,1798.53,1.51,10.59,297.31
1264.53,1731.55,1.25,93.22,341.57
1313.21,1716.9,1.33,27.52,230.95
1381.63,1716.91,1.5,57.41,290.08
1453.17,1702.84,1.44,7.18,226.53
1519.24,1706.3,1.45,20.1,291.39
1596.02,1678.61,1.3,27.29,290.16
1667.79,1643.4,1.45,9.49,289.34
1708.1,1606.04,1.34,1.08,352.01
1750.56,1598.51,1.36,3.91,282.64
1702.5,1631.35,1.3,11.62,165.87
1646.03,1658.3,1.51,36.44,131.81
1569.98,1687.05,1.45,0.96,110.16
1492.46,1716.35,1.48,0.08,111.39
1431.86,1697.87,1.26,3.7,110.08
1355.38,1726.5,1.32,0.73,109.53
1342.08,1783.35,1.27,1.54,67.01
1314.38,1767.75,1.47,14.26,75.12
1352.63,1769.85,1.33,8.92,338.48
1372.93,1720.09,1.47,66.68,290.08
1447.74,1697.69,1.26,4.47,226.53
1515.46,1701.59,1.44,26.71,291.39
1592.39,1673.81,1.43,24.65,290.16
1664.74,1637.69,1.29,47.9,289.33
1682.9,1564.01,1.34,36.28,357.46
1691.59,1489.98,1.31,28.93,354.4
1699.4,1408.92,1.25,48.6,354.4
1719.05,1332.28,1.49,4.2,279.73
1728.16,1251.23,1.38,79.27,354.99
1735.53,1170.26,1.44,34.75,354.61
1743.16,1089.38,1.45,115.98,354.61
1738.34,1028.16,1.38,0.62,354.29
1750.95,975.3,1.35,3.53,353.55
1759.11,894.48,1.34,84.8,354.57
1820.88,884.91,1.42,82.99,263.99
1903.02,893.56,1.22,0.39,263.99
1973.04,885.57,1.25,8.18,353.77
1983.88,804.61,1.44,89.97,340.65
2059.38,807.54,1.35,98.32,263.63
2140.26,816.58,1.46,16.93,263.63
2217.48,816.45,0.0,1.78,264.72
